,cod_cliente,primeiro_nome_x,ultimo_nome_x,email_x,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento_x,endereco_x,cep_x,cod_proposta,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,primeiro_nome_y,ultimo_nome_y,email_y,cpf,data_nascimento_y,endereco_y,cep_y,cod_agencia,nome,endereco,cidade,uf,data_abertura,tipo_agencia
1725,688,Alexandre,Oliveira,vicenteda-conceicao@example.net,PF,2017-12-05 11:03:00 UTC,560.941.382-60,1987-05-22,"Morro Otávio Costela, 18 Vila Suzana Primeira Seção 79865617 Nunes Verde / RS",32672164,1799.0,16.0,2015-01-14 05:30:39 UTC,0.0101,152770.39109564296,208553.81,55783.41890435703,2273.2261430182,113.0,2.0,Enviada,Benjamin,Gomes,vjesus@example.org,718.950.436-20,1963-12-21,"Conjunto Gomes, 888 Céu Azul 76308-427 Lopes do Norte / GO",29604844,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1726,688,Alexandre,Oliveira,vicenteda-conceicao@example.net,PF,2017-12-05 11:03:00 UTC,560.941.382-60,1987-05-22,"Morro Otávio Costela, 18 Vila Suzana Primeira Seção 79865617 Nunes Verde / RS",32672164,1955.0,98.0,2011-03-17 11:16:20 UTC,0.0175,115367.76577679,219963.56,104595.79422321,3357.770159518584,53.0,2.0,Enviada,Alana,Castro,rodrigo08@example.org,825.140.697-85,1964-03-06,"Trecho de da Paz, 27 Conjunto Taquaril 72170-264 Pinto / MS",36787-854,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1727,715,Bruno,Oliveira,calebe23@example.net,PF,2018-12-20 16:17:00 UTC,912.685.734-00,1973-09-07,"Parque de Duarte, 58 Vila Esplanada 21284-209 Dias / AP",39393-555,413.0,19.0,2017-04-11 21:53:37 UTC,0.0119,18053.35298716501,33305.88,15252.527012834988,1120.146662922147,18.0,0.0,Enviada,Luiz Fernando,Dias,pcunha@example.net,820.415.963-33,1994-07-10,"Ladeira de Moreira, 82 Jardim Atlântico 27617-762 Sales Verde / PB",50013962,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1728,715,Bruno,Oliveira,calebe23@example.net,PF,2018-12-20 16:17:00 UTC,912.685.734-00,1973-09-07,"Parque de Duarte, 58 Vila Esplanada 21284-209 Dias / AP",39393-555,39.0,78.0,2014-12-10 01:04:25 UTC,0.0225,149351.260168629,178107.43,28756.169831370975,4162.596347442864,74.0,1.0,Enviada,João Felipe,Ferreira,fernando53@example.org,369.428.710-87,1976-09-12,"Favela Barros, 28 Nazare 98329-395 Caldeira do Norte / GO",83982-409,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1729,715,Bruno,Oliveira,calebe23@example.net,PF,2018-12-20 16:17:00 UTC,912.685.734-00,1973-09-07,"Parque de Duarte, 58 Vila Esplanada 21284-209 Dias / AP",39393-555,1432.0,3.0,2015-01-17 06:59:11 UTC,0.0098,119988.92860813456,183409.96,63421.03139186544,1735.9525165511468,116.0,0.0,Validação documentos,Kamilly,Castro,correialivia@example.net,297.634.180-03,1975-09-15,"Praia Marina Monteiro, 29 Vila São Francisco 58603414 Vieira da Serra / SC",96322-716,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
1730,715,Bruno,Oliveira,calebe23@example.net,PF,2018-12-20 16:17:00 UTC,912.685.734-00,1973-09-07,"Parque de Duarte, 58 Vila Esplanada 21284-209 Dias / AP",39393-555,65.0,11.0,2020-03-30 18:10:19 UTC,0.0097,135344.8635681943,178804.33,43459.46643180569,2400.6713152542866,82.0,4.0,Validação documentos,Camila,Moreira,enzo-gabrielduarte@example.com,263.589.174-55,1970-03-30,"Lago Evelyn Teixeira, 7 Pantanal 68026-096 Carvalho / SP",92857-785,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
1731,715,Bruno,Oliveira,calebe23@example.net,PF,2018-12-20 16:17:00 UTC,912.685.734-00,1973-09-07,"Parque de Duarte, 58 Vila Esplanada 21284-209 Dias / AP",39393-555,1044.0,16.0,2022-01-19 00:20:20 UTC,0.0125,23515.676374782448,39177.73,15662.05362521755,541.543504044647,63.0,3.0,Validação documentos,Benjamin,Gomes,vjesus@example.org,718.950.436-20,1963-12-21,"Conjunto Gomes, 888 Céu Azul 76308-427 Lopes do Norte / GO",29604844,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1732,451,Stella,Silveira,esther63@example.org,PF,2011-08-25 11:33:00 UTC,583.260.971-95,2000-01-03,"Viela Sophia Peixoto, 95 Andiroba 01362-364 Rocha / MT",44492-634,1541.0,82.0,2022-07-30 11:38:15 UTC,0.0081,102125.01748175106,133649.41,31524.39251824895,1534.5724557057868,96.0,2.0,Aprovada,Mirella,Sales,pedro-miguelda-rocha@example.org,097.435.216-07,1967-11-13,Loteamento Monteiro Conjunto Bonsucesso 77655-152 Nogueira de Minas / MA,62738233,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1733,451,Stella,Silveira,esther63@example.org,PF,2011-08-25 11:33:00 UTC,583.260.971-95,2000-01-03,"Viela Sophia Peixoto, 95 Andiroba 01362-364 Rocha / MT",44492-634,766.0,67.0,2013-11-19 07:01:54 UTC,0.0137,95279.1095210652,126793.23,31514.1204789348,4245.509516049473,27.0,1.0,Em análise,Luiz Henrique,Lopes,davi-luiz75@example.net,538.697.210-30,1990-05-28,"Avenida Barros, 820 Vila Puc 71371716 da Paz / AM",95994401,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
1734,451,Stella,Silveira,esther63@example.org,PF,2011-08-25 11:33:00 UTC,583.260.971-95,2000-01-03,"Viela Sophia Peixoto, 95 Andiroba 01362-364 Rocha / MT",44492-634,1953.0,70.0,2019-11-18 18:49:06 UTC,0.0146,76753.4813221373,132048.13,55294.6486778627,1451.5452483971185,102.0,1.0,Validação documentos,Paulo,Cavalcanti,silveiraalicia@example.net,805.124.379-04,1966-08-18,"Rodovia Igor Moura, 41 Atila De Paiva 22036-616 Pereira / SC",79567620,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1735,472,Matheus,Silveira,da-cunhaluiz-miguel@example.org,PF,2022-08-07 12:08:00 UTC,608.573.421-26,1981-03-12,"Rua Maria Julia da Costa, 3 Penha 14678-858 Pinto do Amparo / BA",96254453,1009.0,43.0,2021-04-14 23:45:03 UTC,0.0121,92799.6843131943,110491.76,17692.0756868057,4646.420518513603,23.0,5.0,Enviada,Marcelo,Ramos,heitor34@example.org,279.438.056-74,1968-11-13,"Praia Daniela Nunes, 10 Vila Trinta E Um De Março 92370116 Silva Grande / AP",74002-728,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1736,472,Matheus,Silveira,da-cunhaluiz-miguel@example.org,PF,2022-08-07 12:08:00 UTC,608.573.421-26,1981-03-12,"Rua Maria Julia da Costa, 3 Penha 14678-858 Pinto do Amparo / BA",96254453,762.0,89.0,2022-01-11 08:47:38 UTC,0.0104,63875.52835150859,126975.98,63100.451648491406,1152.6970878583916,83.0,5.0,Enviada,Camila,Cardoso,silveiradaniela@example.org,461.203.589-51,1965-10-21,"Rodovia de Nogueira, 37 União 95858-378 das Neves / AM",65408-812,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1737,472,Matheus,Silveira,da-cunhaluiz-miguel@example.org,PF,2022-08-07 12:08:00 UTC,608.573.421-26,1981-03-12,"Rua Maria Julia da Costa, 3 Penha 14678-858 Pinto do Amparo / BA",96254453,260.0,77.0,2022-11-15 10:47:20 UTC,0.0191,141927.14817716842,226944.41,85017.26182283158,4108.082000318134,57.0,2.0,Aprovada,Sophie,da Mota,livia08@example.net,672.598.143-73,1997-04-13,"Condomínio Isabelly Cunha, 30 Prado 78943472 Rezende / PR",53778703,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
1738,511,Murilo,Silveira,da-costabarbara@example.org,PF,2018-11-07 11:57:00 UTC,317.406.829-04,1964-12-27,"Vale Vinicius da Cunha, 6 Vila Santo Antônio Barroquinha 48223-320 Gonçalves / ES",71158-691,553.0,11.0,2014-04-07 09:13:03 UTC,0.0084,54924.83947175932,67689.85,12765.010528240691,1498.3306058184396,44.0,3.0,Enviada,Camila,Moreira,enzo-gabrielduarte@example.com,263.589.174-55,1970-03-30,"Lago Evelyn Teixeira, 7 Pantanal 68026-096 Carvalho / SP",92857-785,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
1739,511,Murilo,Silveira,da-costabarbara@example.org,PF,2018-11-07 11:57:00 UTC,317.406.829-04,1964-12-27,"Vale Vinicius da Cunha, 6 Vila Santo Antônio Barroquinha 48223-320 Gonçalves / ES",71158-691,743.0,32.0,2015-10-17 18:24:42 UTC,0.0116,147211.86019452367,200167.25,52955.38980547632,7938.930011305473,21.0,1.0,Validação documentos,Vitor Hugo,Dias,aragaonicolas@example.net,936.172.548-37,1986-12-18,Área Sophie Moreira Maria Virgínia 71941-111 Souza do Campo / RJ,08955-215,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
1740,511,Murilo,Silveira,da-costabarbara@example.org,PF,2018-11-07 11:57:00 UTC,317.406.829-04,1964-12-27,"Vale Vinicius da Cunha, 6 Vila Santo Antônio Barroquinha 48223-320 Gonçalves / ES",71158-691,635.0,95.0,2018-11-03 17:34:58 UTC,0.0162,106423.56261454964,173705.88,67282.31738545037,2212.542820790141,94.0,6.0,Validação documentos,Juliana,Cavalcanti,gomesmanuela@example.org,309.764.251-06,1982-05-18,Trevo de Duarte Nossa Senhora Do Rosário 41440886 Rezende / MS,52427-851,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1741,526,Rafaela,Silveira,joao-miguel21@example.net,PF,2018-09-16 15:21:00 UTC,178.936.250-40,1982-03-03,"Avenida Yuri Santos, 56 Boa União 1ª Seção 28672289 da Cunha / SC",71513521,1586.0,35.0,2013-07-03 02:44:11 UTC,0.0131,44197.98884521738,72577.21,28379.221154782623,1426.674088926881,40.0,4.0,Em análise,Ryan,da Conceição,giovannacavalcanti@example.net,342.506.918-70,1989-11-03,"Estação de Rezende, 33 Vila Betânia 65202-821 Silva / PI",59741896,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
1742,526,Rafaela,Silveira,joao-miguel21@example.net,PF,2018-09-16 15:21:00 UTC,178.936.250-40,1982-03-03,"Avenida Yuri Santos, 56 Boa União 1ª Seção 28672289 da Cunha / SC",71513521,1919.0,87.0,2010-04-03 06:33:42 UTC,0.011,17607.48798674156,29858.33,12250.842013258442,297.9067786511196,96.0,3.0,Em análise,Luna,Teixeira,samuel34@example.org,403.762.985-29,1998-04-06,"Viaduto Cunha, 3 Minas Brasil 94652281 Nascimento do Oeste / SC",53544065,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1743,539,Benjamin,Silveira,lda-mata@example.com,PF,2011-04-21 10:58:00 UTC,983.416.270-78,1960-06-05,"Chácara Campos, 85 Boa União 1ª Seção 87856223 Rocha do Campo / BA",02025883,1089.0,24.0,2022-12-15 03:49:02 UTC,0.0234,188744.62859850383,235327.59,46582.961401496126,5980.018991105753,58.0,5.0,Aprovada,Vitória,Vieira,pedro-henrique56@example.org,572.340.961-16,1989-06-13,"Campo Bruno Melo, 3 São Jorge 1ª Seção 04133-564 Araújo de Pires / PE",92847600,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
1744,539,Benjamin,Silveira,lda-mata@example.com,PF,2011-04-21 10:58:00 UTC,983.416.270-78,1960-06-05,"Chácara Campos, 85 Boa União 1ª Seção 87856223 Rocha do Campo / BA",02025883,1622.0,6.0,2021-02-06 09:13:35 UTC,0.0181,1636.687427470578,1952.81,316.12257252942214,37.151045819187416,89.0,1.0,Em análise,Clarice,Costela,lrezende@example.org,264.875.013-44,1977-02-06,"Parque de Silveira, 66 Vila Da Luz 09881-664 Jesus / MS",12204328,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1745,539,Benjamin,Silveira,lda-mata@example.com,PF,2011-04-21 10:58:00 UTC,983.416.270-78,1960-06-05,"Chácara Campos, 85 Boa União 1ª Seção 87856223 Rocha do Campo / BA",02025883,803.0,99.0,2013-07-16 23:37:21 UTC,0.0134,96169.09439435264,154262.02,58092.92560564735,1995.0566761424875,78.0,5.0,Em análise,Fernando,Costela,osilveira@example.net,492.758.103-97,1963-11-24,"Praça de Duarte, 5 Santa Rosa 84418424 Cardoso de Carvalho / RO",15164977,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1746,549,Mirella,Silveira,joanasouza@example.com,PF,2019-06-22 15:37:00 UTC,290.167.845-94,1990-08-01,"Praia Gomes, 99 Buritis 00506278 Fogaça do Oeste / MS",25765-264,1382.0,90.0,2010-04-21 18:44:21 UTC,0.0213,93389.79694787596,120605.6,27215.803052124025,2169.6255601967687,118.0,1.0,Aprovada,Cauê,Almeida,wcampos@example.org,176.084.239-78,1993-12-03,"Vale de Costa, 62 Acaiaca 71168-130 Gonçalves da Praia / MG",61301741,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
1747,549,Mirella,Silveira,joanasouza@example.com,PF,2019-06-22 15:37:00 UTC,290.167.845-94,1990-08-01,"Praia Gomes, 99 Buritis 00506278 Fogaça do Oeste / MS",25765-264,1090.0,58.0,2020-03-16 03:57:53 UTC,0.0115,17127.832778709548,22575.01,5447.177221290451,316.8530425238692,85.0,1.0,Em análise,Ana Julia,Ferreira,lorena19@example.com,945.218.603-89,1994-02-22,"Vale Rezende, 4 São Geraldo 84460438 da Conceição de Sales / TO",33395-564,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
1748,666,Lucca,Silveira,barbara78@example.com,PF,2015-07-27 15:03:00 UTC,195.842.037-97,1947-11-08,"Feira Silva, 1 Monsenhor Messias 47727-688 Barbosa / RR",23978-780,146.0,81.0,2018-05-31 15:02:54 UTC,0.0211,163973.74163714802,224240.67,60266.92836285199,4304.302337743508,78.0,5.0,Validação documentos,Benício,Farias,maria91@example.com,059.817.632-21,1976-05-08,"Avenida Melo, 40 Estrela Do Oriente 56389266 da Luz do Oeste / AM",52447-374,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1749,751,Maria Sophia,Silveira,mda-luz@example.com,PF,2012-01-13 12:29:00 UTC,189.647.205-20,1989-05-25,Núcleo Nina Castro Universo 61010121 Ribeiro / RS,62560-172,1790.0,68.0,2017-06-26 21:46:25 UTC,0.0195,44649.403526505674,67807.04,23157.636473494327,5457.195565042618,9.0,1.0,Enviada,João Miguel,Souza,icarvalho@example.com,627.134.095-43,1962-10-14,"Passarela Natália da Rosa, 24 São Pedro 65884-698 Rocha da Praia / PI",98839-500,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
1750,751,Maria Sophia,Silveira,mda-luz@example.com,PF,2012-01-13 12:29:00 UTC,189.647.205-20,1989-05-25,Núcleo Nina Castro Universo 61010121 Ribeiro / RS,62560-172,1005.0,38.0,2018-11-07 13:42:08 UTC,0.0224,123500.96582079296,173284.34,49783.37417920704,3677.176512766372,63.0,0.0,Em análise,Luigi,Moraes,camposgiovanna@example.org,761.038.529-86,1981-02-15,"Condomínio Mirella da Conceição, 19 Petropolis 14916934 Lopes / PE",83417203,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
1751,751,Maria Sophia,Silveira,mda-luz@example.com,PF,2012-01-13 12:29:00 UTC,189.647.205-20,1989-05-25,Núcleo Nina Castro Universo 61010121 Ribeiro / RS,62560-172,190.0,47.0,2013-09-03 12:30:04 UTC,0.0237,44464.30562698098,86507.01,42042.704373019005,8037.431638819354,6.0,6.0,Em análise,Maitê,Correia,carlos-eduardo92@example.com,031.248.796-78,1978-10-25,"Lagoa de da Mata, 20 Silveira 49023-064 Rocha do Sul / PE",94709-044,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1752,782,Erick,Silveira,rebeca66@example.com,PF,2019-01-10 11:19:00 UTC,691.837.524-55,1952-05-23,"Praia Pedro Lucas Porto, 92 Maria Goretti 68997814 Caldeira / MT",52820470,511.0,97.0,2022-09-18 14:47:48 UTC,0.0216,126307.614882404,243616.6,117308.985117596,4539.154991014385,43.0,5.0,Aprovada,Nicolas,Cardoso,costajoao-miguel@example.net,897.605.341-93,1969-04-22,"Vereda Freitas, 46 Minas Brasil 80891-631 da Mata / CE",21980-775,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1753,782,Erick,Silveira,rebeca66@example.com,PF,2019-01-10 11:19:00 UTC,691.837.524-55,1952-05-23,"Praia Pedro Lucas Porto, 92 Maria Goretti 68997814 Caldeira / MT",52820470,657.0,59.0,2015-11-04 16:57:19 UTC,0.0158,100683.17812023606,172385.57,71702.39187976395,1963.4943551074884,106.0,4.0,Validação documentos,Eloah,Fernandes,ida-costa@example.org,486.321.970-96,1987-09-10,Recanto Duarte Vila Mangueiras 08038-110 Araújo / RO,73404-769,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1754,925,Noah,Silveira,ana-beatriz52@example.com,PF,2014-07-10 14:52:00 UTC,278.410.935-60,2001-09-29,"Pátio de Melo, 929 Padre Eustáquio 71368151 Moura / AM",90467127,1538.0,66.0,2013-07-15 14:40:07 UTC,0.0083,93043.10069271452,140029.33,46986.229307285445,1610.498257093727,79.0,2.0,Enviada,Lívia,Rodrigues,estherdias@example.com,953.124.067-16,1992-02-27,"Praça Novaes, 93 Sion 55659988 Souza dos Dourados / SP",73034259,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1755,925,Noah,Silveira,ana-beatriz52@example.com,PF,2014-07-10 14:52:00 UTC,278.410.935-60,2001-09-29,"Pátio de Melo, 929 Padre Eustáquio 71368151 Moura / AM",90467127,1455.0,6.0,2016-07-19 15:27:45 UTC,0.012,33474.67399753051,55191.55,21716.87600246949,1176.9296506243768,35.0,0.0,Validação documentos,Clarice,Costela,lrezende@example.org,264.875.013-44,1977-02-06,"Parque de Silveira, 66 Vila Da Luz 09881-664 Jesus / MS",12204328,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1756,949,Samuel,Silveira,catarinaporto@example.com,PF,2016-07-07 10:30:00 UTC,473.820.196-40,1986-10-20,"Esplanada Moraes, 202 Vila Nova Gameleira 3ª Seção 90602-498 Monteiro da Mata / TO",34143-462,964.0,32.0,2018-05-01 22:41:10 UTC,0.0209,16570.469300481163,27458.76,10888.290699518837,458.6975002541415,68.0,5.0,Validação documentos,Vitor Hugo,Dias,aragaonicolas@example.net,936.172.548-37,1986-12-18,Área Sophie Moreira Maria Virgínia 71941-111 Souza do Campo / RJ,08955-215,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
1757,954,Augusto,Silveira,ana-clara17@example.net,PF,2012-04-15 10:23:00 UTC,459.762.083-47,1983-01-25,"Recanto Souza, 43 São Luiz 36309550 Aragão / ES",86541-029,1565.0,18.0,2016-05-29 22:28:51 UTC,0.0154,130883.38462236666,173686.83,42803.44537763332,4184.572879252155,43.0,1.0,Aprovada,Maria Vitória,Duarte,almeidacaroline@example.net,047.836.592-65,1963-12-24,"Setor Thiago da Rocha, 9 Independência 55260-908 Santos da Prata / PE",29043497,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1758,956,Mariane,Silveira,vieiralevi@example.net,PF,2017-07-11 15:45:00 UTC,647.528.019-49,1988-03-12,"Quadra de Araújo, 10 São Francisco Das Chagas 39063132 Barbosa de Minas / RS",32056-771,1981.0,84.0,2013-05-27 14:52:33 UTC,0.0206,111381.11962073873,166256.27,54875.150379261264,2579.6588406636347,108.0,6.0,Enviada,Pietro,Souza,diogo68@example.org,136.078.249-40,1985-03-31,"Sítio Pereira, 2 Baleia 52815-925 da Cruz / PB",92408-486,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
1759,975,Levi,Silveira,aalves@example.com,PF,2021-03-18 14:58:00 UTC,560.824.173-80,1974-10-04,Ladeira de Viana Vila Santa Monica 2ª Seção 59516234 Costela / MG,17928-914,541.0,60.0,2019-05-14 08:49:23 UTC,0.0172,155677.24931868495,195077.87,39400.62068131504,3107.449584698747,116.0,2.0,Validação documentos,Sabrina,Fernandes,pedro82@example.net,643.508.219-70,1993-09-18,"Conjunto Sofia Azevedo, 44 Ipe 31209677 Costela de Araújo / MA",24300799,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1760,22,Olivia,Teixeira,hbarros@example.com,PF,2020-11-14 11:11:00 UTC,415.879.203-79,1946-09-19,"Fazenda Vinicius Rocha, 39 Cinquentenário 88559026 da Luz / PE",23793323,1776.0,100.0,2014-07-17 00:32:18 UTC,0.0214,83846.89778794664,124477.48,40630.58221205336,2537.390250214513,58.0,5.0,Enviada,Lavínia,Cunha,noahmoraes@example.com,062.937.158-02,1975-03-24,"Colônia Lima, 83 Flamengo 36172-665 da Mota / SE",74890752,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1761,22,Olivia,Teixeira,hbarros@example.com,PF,2020-11-14 11:11:00 UTC,415.879.203-79,1946-09-19,"Fazenda Vinicius Rocha, 39 Cinquentenário 88559026 da Luz / PE",23793323,1440.0,37.0,2015-08-25 06:44:30 UTC,0.018,119168.43708579388,150234.62,31066.18291420612,8199.454520227617,17.0,5.0,Aprovada,João Lucas,Santos,araujoana-vitoria@example.net,813.769.540-01,1981-07-04,Condomínio Araújo Vera Cruz 78170-346 da Paz da Serra / SE,75795-729,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1762,22,Olivia,Teixeira,hbarros@example.com,PF,2020-11-14 11:11:00 UTC,415.879.203-79,1946-09-19,"Fazenda Vinicius Rocha, 39 Cinquentenário 88559026 da Luz / PE",23793323,1649.0,56.0,2016-04-13 17:42:59 UTC,0.0216,60844.6457617847,108336.43,47491.784238215296,3384.6252421882155,23.0,2.0,Em análise,Julia,Pinto,jalves@example.org,734.206.859-47,1985-11-27,"Trecho Teixeira, 90 Vila Oeste 93070-834 Moraes Paulista / DF",71279-339,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1765,260,Alana,Teixeira,cavalcantimarcos-vinicius@example.com,PF,2013-10-22 14:33:00 UTC,432.150.768-53,1992-07-09,"Aeroporto Lopes, 1 Vila Jardim Leblon 32361498 Oliveira / SP",83270255,1591.0,18.0,2010-09-25 20:06:42 UTC,0.0193,115049.7859040924,199024.51,83974.7240959076,24359.209649654247,5.0,4.0,Em análise,Maria Vitória,Duarte,almeidacaroline@example.net,047.836.592-65,1963-12-24,"Setor Thiago da Rocha, 9 Independência 55260-908 Santos da Prata / PE",29043497,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1766,260,Alana,Teixeira,cavalcantimarcos-vinicius@example.com,PF,2013-10-22 14:33:00 UTC,432.150.768-53,1992-07-09,"Aeroporto Lopes, 1 Vila Jardim Leblon 32361498 Oliveira / SP",83270255,1872.0,24.0,2019-04-18 05:07:04 UTC,0.0094,168158.09218215066,234448.17,66290.07781784935,2757.7240144577936,91.0,2.0,Validação documentos,Vitória,Vieira,pedro-henrique56@example.org,572.340.961-16,1989-06-13,"Campo Bruno Melo, 3 São Jorge 1ª Seção 04133-564 Araújo de Pires / PE",92847600,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
1767,260,Alana,Teixeira,cavalcantimarcos-vinicius@example.com,PF,2013-10-22 14:33:00 UTC,432.150.768-53,1992-07-09,"Aeroporto Lopes, 1 Vila Jardim Leblon 32361498 Oliveira / SP",83270255,894.0,63.0,2010-05-30 22:47:11 UTC,0.0126,90752.09236987992,128050.14,37298.04763012007,7111.479248496605,14.0,2.0,Validação documentos,Ana Clara,Moraes,vitoriagomes@example.org,291.847.506-85,1981-05-08,"Favela de Oliveira, 514 Vila Nova Gameleira 3ª Seção 04170-829 Teixeira do Campo / CE",74407700,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
